Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30
China Nonferrous Metals Co Ltd,8388.HK^G13,Hong_Kong,45.37,0,Materials,Metals & Mining,,,,,,,
Jun Yang Financial Holdings Ltd,2950.HK^L10,Hong_Kong,48.27,0,Utilities,Independent Power and Renewable Electricity Producers,,,,,,,
Regent Pacific Group Ltd,2978.HK^G16,Hong_Kong,94.45,0,Health Care,Pharmaceuticals,,,,,,,
Dejin Resources Group Co Ltd,2964.HK^B13,Hong_Kong,11.92,0,Consumer Discretionary,Household Durables,,,,,,,
See Corp Ltd,2981.HK^B10,Hong_Kong,119.76,0,Consumer Discretionary,Media,,,,,,,
Softpower International Ltd,2921.HK^B15,Hong_Kong,41.98,0,Industrials,Trading Companies & Distributors,,,,,,,
Dingyi Group Investment Ltd,2944.HK^G03,Hong_Kong,903.54,0,Financials,Diversified Financial Services,,,,,,,
Dragonite International Ltd,2948.HK^L12,Hong_Kong,247.98,0,Health Care,Pharmaceuticals,,,,,,,
Eminence Enterprise Ltd,2972.HK^K14,Hong_Kong,35.14,0,Consumer Discretionary,Distributors,,,,,,,
Zhi Cheng Holdings Ltd,8372.HK^F09,Hong_Kong,73.53,0,Consumer Discretionary,Media,,,,,,,
Easyknit International Holdings Ltd,2990.HK^C10,Hong_Kong,42.07,0,Real Estate,Real Estate Management & Development,,,,,,,
China Information Technology Development Ltd,8392.HK^I12,Hong_Kong,103.51,0,Information Technology,Software,,,,,,,
Capital VC Ltd,2990.HK^G13,Hong_Kong,57.71,0,Financials,Capital Markets,,,,,,,
North Asia Resources Holdings Ltd,2994.HK^D09,Hong_Kong,309.47,0,Information Technology,IT Services,,,,,,,
China Household Holdings Ltd,2906.HK^F10,Hong_Kong,319.10,0,Consumer Discretionary,Specialty Retail,,,,,,,
Sustainable Forest Holdings Ltd,2933.HK^K13,Hong_Kong,75.58,0,Materials,Paper & Forest Products,,,,,,,
Huanxi Media Group Ltd,2958.HK^A11,Hong_Kong,797.20,0,Consumer Discretionary,Media,,,,,,,
Zhi Cheng Holdings Ltd,8389.HK^H08,Hong_Kong,73.53,0,Consumer Discretionary,Media,,,,,,,
Goldin Financial Holdings Ltd,2941.HK^E06,Hong_Kong,2667.98,0,Financials,Diversified Financial Services,,,,,,,
See Corp Ltd,2902.HK^F14,Hong_Kong,119.76,0,Consumer Discretionary,Media,,,,,,,
New Ray Medicine International Holding Ltd,2950.HK^D16,Hong_Kong,156.28,0,Health Care,Health Care Providers & Services,,,,,,,
Success Dragon International Holdings Ltd,2950.HK^F06,Hong_Kong,165.17,0,Materials,Containers & Packaging,,,,,,,
GOME Electrical Appliances Holding Ltd,2931.HK^I04,Hong_Kong,2951.62,0,Consumer Discretionary,Specialty Retail,,,,,,,
Goldin Financial Holdings Ltd,2985.HK^L06,Hong_Kong,2667.98,0,Financials,Diversified Financial Services,,,,,,,
eFORCE Holdings Ltd,2964.HK^L11,Hong_Kong,16.32,0,Consumer Discretionary,Household Durables,,,,,,,
Roma Group Ltd,8377.HK^D14,Hong_Kong,21.85,0,Industrials,Professional Services,,,,,,,
HMV Digital China Group Ltd,8379.HK^A12,Hong_Kong,445.34,0,Consumer Discretionary,Media,,,,,,,
Eagle Ride Investment Holdings Ltd,2906.HK^F13,Hong_Kong,46.58,0,Financials,Capital Markets,,,,,,,
GET Holdings Ltd,8397.HK^H14,Hong_Kong,36.56,0,Information Technology,Software,,,,,,,
Pacific Plywood Holdings Ltd,2969.HK^H06,Hong_Kong,208.90,0,Financials,Diversified Financial Services,,,,,,,
Easy Repay Finance & Investment Ltd,8397.HK^I11,Hong_Kong,21.50,0,Financials,Consumer Finance,,,,,,,
Peace Map Holding Ltd,2953.HK^L12,Hong_Kong,97.49,0,Information Technology,IT Services,,,,,,,
TCL Multimedia Technology Holdings Ltd,2985.HK^C09,Hong_Kong,860.29,0,Consumer Discretionary,Household Durables,,,,,,,
Eagle Ride Investment Holdings Ltd,2979.HK^C11,Hong_Kong,46.58,0,Financials,Capital Markets,,,,,,,
Chinese Energy Holdings Ltd,8383.HK^H08,Hong_Kong,25.26,0,Financials,Capital Markets,,,,,,,
Goldin Properties Holdings Ltd,2968.HK^J03,Hong_Kong,3889.58,0,Real Estate,Real Estate Management & Development,,,,,,,
E -Commodities Holdings Ltd,2973.HK^F16,Hong_Kong,405.48,0,Materials,Metals & Mining,,,,,,,
Sun International Resources Ltd,8385.HK^H15,Hong_Kong,219.95,0,Consumer Discretionary,Diversified Consumer Services,,,,,,,
China Soft Power Technology Holdings Ltd,2995.HK^I05,Hong_Kong,265.01,0,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,
Huanxi Media Group Ltd,2908.HK^D07,Hong_Kong,797.20,0,Consumer Discretionary,Media,,,,,,,
China Ocean Industry Group Ltd,2993.HK^H05,Hong_Kong,328.68,0,Industrials,Machinery,,,,,,,
China Fortune Investments Holding Ltd,8390.HK^G14,Hong_Kong,52.28,0,Consumer Discretionary,Specialty Retail,,,,,,,
Ilink Hldg Ltd,8107.HK^L03,Hong_Kong,NULL,0,Information Technology,Internet Software & Services,,,,,,,
CircuTech International Holdings Ltd,8388.HK^L09,Hong_Kong,46.90,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,
International Standard Resources Holdings Ltd,2952.HK^J11,Hong_Kong,51.10,0,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,
Rosan Resources Holdings Ltd,2941.HK^K12,Hong_Kong,14.65,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
Yueshou Environmental Holdings Ltd,2986.HK^G05,Hong_Kong,120.14,0,Industrials,Industrial Conglomerates,,,,,,,
Courage Marine Group Ltd,2974.HK^F15,Hong_Kong,136.57,0,Industrials,Marine,,,,,,,
Sino Credit Holdings Ltd,2979.HK^B09,Hong_Kong,430.46,0,Financials,Thrifts & Mortgage Finance,,,,,,,
China Investment and Finance Group Ltd,2925.HK^A16,Hong_Kong,76.89,0,Financials,Capital Markets,,,,,,,
FDG Electric Vehicles Ltd,2904.HK^E04,Hong_Kong,1036.31,0,Industrials,Electrical Equipment,,,,,,,
Amax International Holdings Ltd,2988.HK^E13,Hong_Kong,39.31,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Freeman FinTech Corporation Ltd,2920.HK^H12,Hong_Kong,911.63,0,Financials,Capital Markets,,,,,,,
Kingston Financial Group Ltd,2905.HK^E04,Hong_Kong,4708.65,0,Financials,Capital Markets,,,,,,,
PPS International Holdings Ltd,8379.HK^D16,Hong_Kong,17.70,0,Industrials,Commercial Services & Supplies,,,,,,,
Neptune Group Ltd,2974.HK^F16,Hong_Kong,38.27,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Zhi Cheng Holdings Ltd,8389.HK^G11,Hong_Kong,73.53,0,Consumer Discretionary,Media,,,,,,,
Unity Investments Holdings Ltd,2959.HK^J08,Hong_Kong,24.69,0,Financials,Capital Markets,,,,,,,
China Innovative Finance Group Ltd,2982.HK^G05,Hong_Kong,838.48,0,Financials,Diversified Financial Services,,,,,,,
Eagle Ride Investment Holdings Ltd,2950.HK^I07,Hong_Kong,46.58,0,Financials,Capital Markets,,,,,,,
Prosperity Investment Holdings Ltd,2947.HK^G03,Hong_Kong,15.41,0,Financials,Diversified Financial Services,,,,,,,
China Ocean Industry Group Ltd,2937.HK^D06,Hong_Kong,328.68,0,Industrials,Machinery,,,,,,,
Interactive Entertainment China Cultural Technology Investments Ltd,8375.HK^A16,Hong_Kong,19.20,0,Information Technology,IT Services,,,,,,,
Sheng Yuan Holdings Ltd,2935.HK^C06,Hong_Kong,116.10,0,Industrials,Trading Companies & Distributors,,,,,,,
EPI Holdings Ltd,2929.HK^G11,Hong_Kong,255.37,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
Bingo Group Holdings Ltd,8395.HK^J12,Hong_Kong,43.97,0,Consumer Discretionary,Media,,,,,,,
Aurum Pacific China Group Ltd,8388.HK^C16,Hong_Kong,16.79,0,Information Technology,Software,,,,,,,
Energy International Investments Holdings Ltd,2960.HK^K14,Hong_Kong,90.15,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
Fujian Holdings Ltd,2918.HK^F04,Hong_Kong,54.47,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
AMCO United Holding Ltd,2984.HK^E13,Hong_Kong,153.21,0,Materials,Chemicals,,,,,,,
Merdeka Financial Services Group Ltd,8377.HK^L14,Hong_Kong,17.49,0,Consumer Staples,Food & Staples Retailing,,,,,,,
Finet Group Ltd,8387.HK^F11,Hong_Kong,48.95,0,Information Technology,Internet Software & Services,,,,,,,
Neway Group Holdings Ltd,2991.HK^E13,Hong_Kong,18.25,0,Industrials,Commercial Services & Supplies,,,,,,,
China Sandi Holdings Ltd,2969.HK^A12,Hong_Kong,133.32,0,Real Estate,Real Estate Management & Development,,,,,,,
FDG Electric Vehicles Ltd,2912.HK^K05,Hong_Kong,1036.31,0,Industrials,Electrical Equipment,,,,,,,
Zhi Cheng Holdings Ltd,8397.HK^B07,Hong_Kong,73.53,0,Consumer Discretionary,Media,,,,,,,
China Investment and Finance Group Ltd,2910.HK^J05,Hong_Kong,76.89,0,Financials,Capital Markets,,,,,,,
Sino Credit Holdings Ltd,2936.HK^J13,Hong_Kong,430.46,0,Financials,Thrifts & Mortgage Finance,,,,,,,
eFORCE Holdings Ltd,2916.HK^A16,Hong_Kong,16.32,0,Consumer Discretionary,Household Durables,,,,,,,
Hong Kong Education Intl Investments Ltd,2949.HK^D16,Hong_Kong,92.19,0,Consumer Discretionary,Diversified Consumer Services,,,,,,,
Huanxi Media Group Ltd,2949.HK^H08,Hong_Kong,797.20,0,Consumer Discretionary,Media,,,,,,,
China Eco-Farming Ltd,8397.HK^E05,Hong_Kong,112.59,0,Industrials,Air Freight & Logistics,,,,,,,
Synertone Communication Corp,2954.HK^E16,Hong_Kong,65.44,0,Information Technology,Communications Equipment,,,,,,,
China Environmental Resources Group Ltd,2910.HK^D13,Hong_Kong,49.51,0,Materials,Chemicals,,,,,,,
China Bio Cassava Holdings Ltd,8389.HK^H12,Hong_Kong,35.09,0,Information Technology,Software,,,,,,,
China Sinostar Group Co Ltd,2928.HK^B16,Hong_Kong,67.56,0,Consumer Discretionary,Household Durables,,,,,,,
Eagle Ride Investment Holdings Ltd,2993.HK^C10,Hong_Kong,46.58,0,Financials,Capital Markets,,,,,,,
Victory Group Ltd,2927.HK^B06,Hong_Kong,56.31,0,Consumer Discretionary,Specialty Retail,,,,,,,
GT Group Holdings Ltd,2930.HK^C15,Hong_Kong,45.96,0,Financials,Capital Markets,,,,,,,
Trillion Grand Corporate Company Ltd,8393.HK^J15,Hong_Kong,31.41,0,Information Technology,IT Services,,,,,,,
Northern New Energy Hldg Ltd,8381.HK^F16,Hong_Kong,152.33,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
China Star Entertainment Ltd,2912.HK^F11,Hong_Kong,39.49,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Innovative Pharmaceutical Biotech Ltd,2968.HK^C13,Hong_Kong,114.79,0,Health Care,Biotechnology,,,,,,,
Skyfame Realty Holdings Ltd,2997.HK^I05,Hong_Kong,326.19,0,Real Estate,Real Estate Management & Development,,,,,,,
Tai United Holdings Ltd,2994.HK^A07,Hong_Kong,850.16,0,Industrials,Trading Companies & Distributors,,,,,,,
China Financial Leasing Group Ltd,2981.HK^B12,Hong_Kong,22.51,0,Financials,Capital Markets,,,,,,,
Thiz Technology Group Ltd,8399.HK^K05,Hong_Kong,24.64,0,Information Technology,Software,,,,,,,
Chevalier International Holdings Ltd,2943.HK^G03,Hong_Kong,484.46,0,Industrials,Industrial Conglomerates,,,,,,,
Chinese Energy Holdings Ltd,8386.HK^H12,Hong_Kong,25.26,0,Financials,Capital Markets,,,,,,,
China Green (Holdings) Ltd,2920.HK^L15,Hong_Kong,32.13,0,Consumer Staples,Food Products,,,,,,,
Eminence Enterprise Ltd,2966.HK^J03,Hong_Kong,35.14,0,Consumer Discretionary,Distributors,,,,,,,
Huarong International Financial Holdings Ltd,2903.HK^E12,Hong_Kong,1125.30,0,Financials,Capital Markets,,,,,,,
Eagle Ride Investment Holdings Ltd,2914.HK^D08,Hong_Kong,46.58,0,Financials,Capital Markets,,,,,,,
China Internet Investment Finance Holdings Ltd,2905.HK^C07,Hong_Kong,17.26,0,Financials,Capital Markets,,,,,,,
Mason Financial Holdings Ltd,2902.HK^B08,Hong_Kong,682.39,0,Financials,Capital Markets,,,,,,,
Johnson Electric Holdings Ltd,2919.HK^H14,Hong_Kong,2706.21,0,Industrials,Electrical Equipment,,,,,,,
Henderson Cyber Ltd,8023.HK^L05,Hong_Kong,NULL,0.004219302,NULL,NULL,,,,,-39.83739837,-39.83739837,
China Primary Energy Holdings Ltd,8382.HK^I09,Hong_Kong,114.85,0,Materials,Chemicals,,,,,,,
Sky Forever Supply Chain Management Group Ltd,8382.HK^F13,Hong_Kong,111.89,0,Industrials,Air Freight & Logistics,,,,,,,
Pizu Group Holdings Ltd,8377.HK^B12,Hong_Kong,144.07,0,Industrials,Trading Companies & Distributors,,,,,,,
Success Dragon International Holdings Ltd,2953.HK^H03,Hong_Kong,165.17,0,Materials,Containers & Packaging,,,,,,,
China Smarter Energy Group Holdings Ltd,2905.HK^E09,Hong_Kong,951.78,0,Financials,Capital Markets,,,,,,,
Asia Tele-Net and Technology Corp Ltd,2912.HK^F04,Hong_Kong,65.22,0,Industrials,Machinery,,,,,,,
Polyard Petroleum International Group Ltd,8399.HK^J11,Hong_Kong,113.26,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
China Grand Pharmaceutical and Healthcare Holdings Ltd,2909.HK^F04,Hong_Kong,606.87,0,Health Care,Pharmaceuticals,,,,,,,
Capital Estate Ltd,2913.HK^K05,Hong_Kong,38.96,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Grand Peace Group Holdings Ltd,8386.HK^J07,Hong_Kong,230.06,0,Consumer Discretionary,Diversified Consumer Services,,,,,,,
Eminence Enterprise Ltd,2951.HK^L13,Hong_Kong,35.14,0,Consumer Discretionary,Distributors,,,,,,,
Food Idea Holdings Ltd,8387.HK^H16,Hong_Kong,36.97,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Freeman FinTech Corporation Ltd,2997.HK^D12,Hong_Kong,911.63,0,Financials,Capital Markets,,,,,,,
China Agri-Products Exchange Ltd,2943.HK^L10,Hong_Kong,74.62,0,Real Estate,Real Estate Management & Development,,,,,,,
HMV Digital China Group Ltd,8398.HK^L12,Hong_Kong,445.34,0,Consumer Discretionary,Media,,,,,,,
Roma Group Ltd,8383.HK^A15,Hong_Kong,21.85,0,Industrials,Professional Services,,,,,,,
NetMind Financial Holdings Ltd,2901.HK^E09,Hong_Kong,223.81,0.007364803,Materials,Metals & Mining,,,,,,,
China Resources Gas Group Ltd,2918.HK^D08,Hong_Kong,7506.02,0,Utilities,Gas Utilities,,,,,,,
Sino Splendid Holdings Ltd,8388.HK^H08,Hong_Kong,14.88,0,Consumer Discretionary,Media,,,,,,,
China Environmental Energy Investment Ltd,2933.HK^H11,Hong_Kong,20.68,0,Industrials,Commercial Services & Supplies,,,,,,,
Allied Properties HK Ltd,2979.HK^A04,Hong_Kong,1611.57,0,Financials,Consumer Finance,,,,,,,
Mastermind Capital Ltd,2967.HK^D05,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Paradise Entertainment Ltd,2951.HK^K09,Hong_Kong,185.33,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
China Properties Investment Holdings Ltd,2951.HK^J11,Hong_Kong,69.30,0,Real Estate,Real Estate Management & Development,,,,,,,
Siberian Mining Group Co Ltd,2958.HK^K11,Hong_Kong,29.51,0,Industrials,Trading Companies & Distributors,,,,,,,
Noble Century Investment Holdings Ltd,2918.HK^B15,Hong_Kong,411.54,0,Industrials,Marine,,,,,,,
Century City International Holdings Ltd,2966.HK^K08,Hong_Kong,251.27,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Nine Express Ltd,2911.HK^F12,Hong_Kong,101.63,0,Consumer Discretionary,Media,,,,,,,
Enterprise Development Holdings Ltd,2986.HK^H16,Hong_Kong,109.57,0,Information Technology,IT Services,,,,,,,
Anxian Yuan China Holdings Ltd,2912.HK^D08,Hong_Kong,55.18,0,Consumer Discretionary,Diversified Consumer Services,,,,,,,
Asia Commercial Holdings Ltd,2963.HK^B13,Hong_Kong,41.08,0,Consumer Discretionary,Specialty Retail,,,,,,,
Culture Landmark Investment Ltd,2944.HK^K12,Hong_Kong,42.25,0,Industrials,Commercial Services & Supplies,,,,,,,
China Resources and Transportation Group Ltd,2978.HK^A04,Hong_Kong,144.06,0,Industrials,Transportation Infrastructure,,,,,,,
Medianation Incorporated,8160.HK^I05,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Dynamics Holdings Ltd,2989.HK^B04,Hong_Kong,141.71,0,Industrials,Trading Companies & Distributors,,,,,,,
Up Energy Development Group Ltd,2909.HK^J05,Hong_Kong,75.24,0,Materials,Metals & Mining,,,,,,,
Easy Repay Finance & Investment Ltd,8397.HK^B09,Hong_Kong,21.50,0,Financials,Consumer Finance,,,,,,,
Sau San Tong Holdings Ltd,8551.HK^J16,Hong_Kong,58.28,0,Consumer Discretionary,Distributors,,,,,,,
Capital Finance Holdings Ltd,8393.HK^A10,Hong_Kong,30.94,0,Industrials,Trading Companies & Distributors,,,,,,,
TCL Communication Technology Holdings Ltd,2984.HK^C09,Hong_Kong,1231.89,0,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,,,
Pacific Plywood Holdings Ltd,2996.HK^D12,Hong_Kong,208.90,0,Financials,Diversified Financial Services,,,,,,,
Freeman FinTech Corporation Ltd,2974.HK^A09,Hong_Kong,911.63,0,Financials,Capital Markets,,,,,,,
Qingdao Holdings International Ltd,2986.HK^C09,Hong_Kong,55.18,0,Real Estate,Real Estate Management & Development,,,,,,,
Talent Property Group Ltd,2965.HK^G06,Hong_Kong,168.00,0,Real Estate,Real Estate Management & Development,,,,,,,
Huanxi Media Group Ltd,2916.HK^G12,Hong_Kong,797.20,0,Consumer Discretionary,Media,,,,,,,
Mongolia Energy Corp Ltd,2932.HK^I04,Hong_Kong,56.82,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
North Asia Strategic Holdings Ltd,8396.HK^H05,Hong_Kong,21.17,0,Industrials,Trading Companies & Distributors,,,,,,,
Media Asia Group Holdings Ltd,8400.HK^B14,Hong_Kong,86.48,0,Consumer Discretionary,Media,,,,,,,
HengTen Networks Group Ltd,2906.HK^F12,Hong_Kong,1400.01,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,
Polyard Petroleum International Group Ltd,8386.HK^F11,Hong_Kong,113.26,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
China Soft Power Technology Holdings Ltd,2985.HK^E13,Hong_Kong,265.01,0,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,
Talent Property Group Ltd,2951.HK^H03,Hong_Kong,168.00,0,Real Estate,Real Estate Management & Development,,,,,,,
Itc Corp Ltd,2903.HK^E09,Hong_Kong,145.43,0,Financials,Diversified Financial Services,,,,,,,
Heng Tai Consumables Group Ltd,2930.HK^B16,Hong_Kong,143.48,0,Consumer Staples,Food & Staples Retailing,,,,,,,
GCL New Energy Holdings Ltd,2970.HK^J03,Hong_Kong,992.80,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,
Kirin Group Holdings Ltd,8390.HK^D16,Hong_Kong,17.58,0,Industrials,Building Products,,,,,,,
Asia Resources Holdings Ltd,2915.HK^G13,Hong_Kong,133.92,0,Materials,Metals & Mining,,,,,,,
Ceneric Holdings Ltd,2905.HK^E11,Hong_Kong,158.45,0,Real Estate,Real Estate Management & Development,,,,,,,
Sino Stride Technology (Holdings) Ltd,8177.HK^K06,Hong_Kong,NULL,0,Information Technology,IT Services,,,,,,,
China Electronics Corporation Holdings Co Ltd,2978.HK^F05,Hong_Kong,381.03,0,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,
Neo Telemedia Ltd,8393.HK^B06,Hong_Kong,404.13,0,Consumer Discretionary,Media,,,,,,,
Cosmopolitan International Holdings Ltd,2920.HK^H14,Hong_Kong,166.61,0,Financials,Capital Markets,,,,,,,
Cheuk Nang Holdings Ltd,2942.HK^G03,Hong_Kong,362.28,0,Real Estate,Real Estate Management & Development,,,,,,,
Grand Peace Group Holdings Ltd,8396.HK^B05,Hong_Kong,230.06,0,Consumer Discretionary,Diversified Consumer Services,,,,,,,
Celebrate International Holdings Ltd,8396.HK^I11,Hong_Kong,9.46,0,Consumer Staples,Food & Staples Retailing,,,,,,,
SkyNet Group Ltd,8388.HK^F14,Hong_Kong,432.94,0,Consumer Staples,Personal Products,,,,,,,
A-S China Plumbing Products Ltd,8262.HK^L09,Hong_Kong,NULL,0,Industrials,Building Products,,,,,,,
Richly Field China Development Ltd,2968.HK^E05,Hong_Kong,159.31,0,Real Estate,Real Estate Management & Development,,,,,,,
China Minsheng Financial Holding Corp Ltd,2904.HK^E12,Hong_Kong,1617.94,0,Industrials,Trading Companies & Distributors,,,,,,,
LT Commercial Real Estate Ltd,2972.HK^K03,Hong_Kong,152.38,0,Financials,Diversified Financial Services,,,,,,,
Sino Splendid Holdings Ltd,8375.HK^G16,Hong_Kong,14.88,0,Consumer Discretionary,Media,,,,,,,
Success Dragon International Holdings Ltd,2936.HK^J12,Hong_Kong,165.17,0,Materials,Containers & Packaging,,,,,,,
Eternity Investment Ltd,2907.HK^F12,Hong_Kong,85.56,0,Financials,Diversified Financial Services,,,,,,,
Lamtex Holdings Ltd,2942.HK^K12,Hong_Kong,43.42,0,Financials,Capital Markets,,,,,,,
ITC Properties Group Ltd,2995.HK^D09,Hong_Kong,346.79,0,Real Estate,Real Estate Management & Development,,,,,,,
Cinderella Media Group Ltd,8393.HK^J04,Hong_Kong,159.38,0,Consumer Discretionary,Media,,,,,,,
China Primary Energy Holdings Ltd,8390.HK^H13,Hong_Kong,114.85,0,Materials,Chemicals,,,,,,,
Lajin Entertainment Network Group Ltd,8399.HK^E09,Hong_Kong,240.73,0,Consumer Discretionary,Media,,,,,,,
Lajin Entertainment Network Group Ltd,8381.HK^G06,Hong_Kong,240.73,0,Consumer Discretionary,Media,,,,,,,
Skyway Securities Group Ltd,2983.HK^F05,Hong_Kong,967.95,0,Industrials,Trading Companies & Distributors,,,,,,,
Wai Yuen Tong Medicine Holdings Ltd,2987.HK^G05,Hong_Kong,62.62,0.007460856,Health Care,Pharmaceuticals,,,,,,,
King Stone Energy Group Ltd,2959.HK^I03,Hong_Kong,176.58,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,
GT Group Holdings Ltd,2979.HK^B12,Hong_Kong,45.96,0,Financials,Capital Markets,,,,,,,
CSI Properties Ltd,2933.HK^J04,Hong_Kong,529.10,0,Real Estate,Real Estate Management & Development,,,,,,,
CMMB Vision Holdings Ltd,2931.HK^J12,Hong_Kong,98.85,0,Consumer Discretionary,Media,,,,,,,
Luxey International Holdings Ltd,8382.HK^F14,Hong_Kong,91.63,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,
GET Holdings Ltd,8383.HK^F16,Hong_Kong,36.56,0,Information Technology,Software,,,,,,,
China Medical & HealthCare Group Ltd,2954.HK^H03,Hong_Kong,716.48,0,Financials,Capital Markets,,,,,,,
SEEC Media Group Ltd,2917.HK^L15,Hong_Kong,92.56,0,Consumer Discretionary,Media,,,,,,,
Asia Energy Logistics Group Ltd,2994.HK^C04,Hong_Kong,32.49,0,Industrials,Transportation Infrastructure,,,,,,,
Vision Values Holdings Ltd,2927.HK^H04,Hong_Kong,202.36,0,Information Technology,IT Services,,,,,,,
Culturecom Holdings Ltd,2970.HK^L08,Hong_Kong,137.62,0,Consumer Discretionary,Media,,,,,,,
Dejin Resources Group Co Ltd,2908.HK^F12,Hong_Kong,11.92,0,Consumer Discretionary,Household Durables,,,,,,,
SMI Holdings Group Ltd,2939.HK^K04,Hong_Kong,1190.01,0,Consumer Discretionary,Media,,,,,,,
Success Universe Group Ltd,2940.HK^G03,Hong_Kong,138.66,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Easy Repay Finance & Investment Ltd,8386.HK^G13,Hong_Kong,21.50,0,Financials,Consumer Finance,,,,,,,
Earnest Investments Holdings Ltd,2933.HK^C06,Hong_Kong,12.97,0,Financials,Capital Markets,,,,,,,
Champion Technology Holdings Ltd,2938.HK^F02,Hong_Kong,93.62,0,Information Technology,Communications Equipment,,,,,,,
Easy Repay Finance & Investment Ltd,8395.HK^A08,Hong_Kong,21.50,0,Financials,Consumer Finance,,,,,,,
O Luxe Holdings Ltd,2935.HK^I14,Hong_Kong,264.69,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,
China Baoli Technologies Holdings Ltd,2955.HK^E01,Hong_Kong,893.68,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Tongda Group Holdings Ltd,2992.HK^L01,Hong_Kong,2347.41,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,
Tonking New Energy Group Holdings Ltd,8391.HK^C16,Hong_Kong,210.26,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
Merdeka Financial Services Group Ltd,8371.HK^A13,Hong_Kong,17.49,0,Consumer Staples,Food & Staples Retailing,,,,,,,
VTech Holdings Ltd,VDTC.HK^J90,Hong_Kong,3182.65,0.39595291,Information Technology,Communications Equipment,,,,,,,
Intel Corp,4421.HK^I00,Hong_Kong,170230.35,0,Information Technology,Semiconductors & Semiconductor Equipment,,,,,0.378787879,0.378787879,
Long Success International Holdings Ltd,8017.HK^J16,Hong_Kong,NULL,0,Materials,Paper & Forest Products,,,,,-25.78125,-25.78125,
Hi Sun Hldg Ltd,0818.HK^J01,Hong_Kong,NULL,0.005651757,NULL,NULL,-12.72727273,0,12.72727273,12.72727273,-1.818181818,-12.90322581,
Realty Development Corp Ltd,0077.HK^C03,Hong_Kong,NULL,0,NULL,NULL,-23.01012111,-11.82795699,-28.09435839,-18.44847964,-37.87002746,-13.59513502,
Moulin Global Eyecare Holdings Ltd,0389.HK^G07,Hong_Kong,NULL,0,Health Care,Health Care Equipment & Supplies,-7.04225352,7.04225352,1.408450705,-5.263157893,-11.26760563,-12.5,
FPB Bank Holding Co Ltd,166.HK^I93,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
China Infonet (Holdings) Ltd,8029.HK^L00,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
GT Technology Fund Ltd,GTTF.HK^I92,Hong_Kong,NULL,0,NULL,NULL,,,,,,,
Kailey Enterprises,KAEH.HK^E90,Hong_Kong,NULL,0.006807896,NULL,NULL,,,,,,,
Fairwood Holdings Ltd,2940.HK^D06,Hong_Kong,494.55,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,
AAC Technologies Holdings Inc,2918.HK^G12,Hong_Kong,18030.50,0,Information Technology,"Electronic Equipment, Instruments & Components",,,,,,,
Inno-Tech Holdings Ltd,8378.HK^H07,Hong_Kong,64.13,0,Consumer Discretionary,Media,,,,,,,
Jinhui Holdings Co Ltd,2916.HK^E04,Hong_Kong,66.79,0,Industrials,Marine,,,,,,,
Value Convergence Holdings Ltd,8395.HK^G03,Hong_Kong,131.15,0,Financials,Capital Markets,,,,,,,
